"Type","Time"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","3.62183327978428"
"Coffee","9.79945480297144"
"Coffee","1.88925676644171"
"Coffee","0.909383044841329"
"Coffee","6.96900989552717"
"Coffee","1.93675107361819"
"Coffee","6.75455246475535"
"Coffee","8.28698102021845"
"Coffee","11.3539582015167"
"Coffee","10.0383091229832"
"Coffee","7.04504350714454"
